31367009,1
14535931,2
6678671,3
2800733,4
1062347,5
323323,6
85085,7
15015,8
2310,9
8610,10
25911877,323
23184311,324
17729179,325
15001613,326
9546481,327
6818915,328
4091349,329
2727566,330
20550799,331
18387557,332
14061073,333
11897831,334
7571347,335
5408105,336
3244863,337
2163242,338
15189721,339
11615669,340
9828643,341
6254591,342
4467565,343
2680539,344
1787026,345
10392967,346
8794049,347
5596213,348
3997295,349
2398377,350
1598918,351
6724861,352
4279457,353
3056755,354
1834053,355
1222702,356
3621079,357
2586485,358
1551891,359
1034594,360
1645945,361
987567,362
658378,363
705405,364
470270,365
282162,366
19224941,367
17201263,368
13153907,369
11130229,370
7082873,371
5059195,372
3035517,373
2023678,374
14209739,375
10866271,376
9194537,377
5851069,378
4179335,379
2507601,380
1671734,381
9722453,382
8226691,383
5235167,384
3739405,385
2243643,386
1495762,387
6290999,388
4003363,389
2859545,390
1715727,391
1143818,392
3387461,393
2419615,394
1451769,395
967846,396
1539755,397
923853,398
615902,399
659895,400
439930,401
263958,402
11269793,403
8618077,404
7292219,405
4640503,406
3314645,407
1988787,408
1325858,409
7710911,410
6524617,411
4152029,412
2965735,413
1779441,414
1186294,415
4989413,416
3175081,417
2267915,418
1360749,419
907166,420
2686607,421
1919005,422
1151403,423
767602,424
1221185,425
732711,426
488474,427
523365,428
348910,429
209346,430
6369883,431
5389901,432
3429937,433
2449955,434
1469973,435
979982,436
4121689,437
2622893,438
1873495,439
1124097,440
749398,441
2219371,442
1585265,443
951159,444
634106,445
1008805,446
605283,447
403522,448
432345,449
288230,450
172938,451
3687827,452
2346799,453
1676285,454
1005771,455
670514,456
1985753,457
1418395,458
851037,459
567358,460
902615,461
541569,462
361046,463
386835,464
257890,465
154734,466
1518517,467
1084655,468
650793,469
433862,470
690235,471
414141,472
276094,473
295815,474
197210,475
118326,476
584045,477
350427,478
233618,479
250305,480
166870,481
100122,482
159285,483
106190,484
63714,485
45510,486
16107383,487
14411869,488
11020841,489
9325327,490
5934299,491
4238785,492
2543271,493
1695514,494
11905457,495
9104173,496
7703531,497
4902247,498
3501605,499
2100963,500
1400642,501
8145839,502
6892633,503
4386221,504
3133015,505
1879809,506
1253206,507
5270837,508
3354169,509
2395835,510
1437501,511
958334,512
2838143,513
2027245,514
1216347,515
810898,516
1290065,517
774039,518
516026,519
552885,520
368590,521
221154,522
9442259,523
7220551,524
6109697,525
3887989,526
2777135,527
1666281,528
1110854,529
6460493,530
5466571,531
3478727,532
2484805,533
1490883,534
993922,535
4180319,536
2660203,537
1900145,538
1140087,539
760058,540
2250941,541
1607815,542
964689,543
643126,544
1023155,545
613893,546
409262,547
438495,548
292330,549
175398,550
5336929,551
4515863,552
2873731,553
2052665,554
1231599,555
821066,556
3453307,557
2197559,558
1569685,559
941811,560
627874,561
1859473,562
1328195,563
796917,564
531278,565
845215,566
507129,567
338086,568
362235,569
241490,570
144894,571
3089801,572
1966237,573
1404455,574
842673,575
561782,576
1663739,577
1188385,578
713031,579
475354,580
756245,581
453747,582
302498,583
324105,584
216070,585
129642,586
1272271,587
908765,588
545259,589
363506,590
578305,591
346983,592
231322,593
247845,594
165230,595
99138,596
489335,597
293601,598
195734,599
209715,600
139810,601
83886,602
133455,603
88970,604
53382,605
38130,606
8833081,607
6754709,608
5715523,609
3637151,610
2597965,611
1558779,612
1039186,613
6043687,614
5113889,615
3254293,616
2324495,617
1394697,618
929798,619
3910621,620
2488577,621
1777555,622
1066533,623
711022,624
2105719,625
1504085,626
902451,627
601634,628
957145,629
574287,630
382858,631
410205,632
273470,633
164082,634
4992611,635
4224517,636
2688329,637
1920235,638
1152141,639
768094,640
3230513,641
2055781,642
1468415,643
881049,644
587366,645
1739507,646
1242505,647
745503,648
497002,649
790685,650
474411,651
316274,652
338865,653
225910,654
135546,655
2890459,656
1839383,657
1313845,658
788307,659
525538,660
1556401,661
1111715,662
667029,663
444686,664
707455,665
424473,666
282982,667
303195,668
202130,669
121278,670
1190189,671
850135,672
510081,673
340054,674
540995,675
324597,676
216398,677
231855,678
154570,679
92742,680
457765,681
274659,682
183106,683
196185,684
130790,685
78474,686
124845,687
83230,688
49938,689
35670,690
3959657,691
3350479,692
2132123,693
1522945,694
913767,695
609178,696
2562131,697
1630447,698
1164605,699
698763,700
465842,701
1379609,702
985435,703
591261,704
394174,705
627095,706
376257,707
250838,708
268755,709
179170,710
107502,711
2292433,712
1458821,713
1042015,714
625209,715
416806,716
1234387,717
881705,718
529023,719
352682,720
561085,721
336651,722
224434,723
240465,724
160310,725
96186,726
943943,727
674245,728
404547,729
269698,730
429065,731
257439,732
171626,733
183885,734
122590,735
73554,736
363055,737
217833,738
145222,739
155595,740
103730,741
62238,742
99015,743
66010,744
39606,745
28290,746
1893749,747
1205113,748
860795,749
516477,750
344318,751
1019711,752
728365,753
437019,754
291346,755
463505,756
278103,757
185402,758
198645,759
132430,760
79458,761
779779,762
556985,763
334191,764
222794,765
354445,766
212667,767
141778,768
151905,769
101270,770
60762,771
299915,772
179949,773
119966,774
128535,775
85690,776
51414,777
81795,778
54530,779
32718,780
23370,781
697697,782
498355,783
299013,784
199342,785
317135,786
190281,787
126854,788
135915,789
90610,790
54366,791
268345,792
161007,793
107338,794
115005,795
76670,796
46002,797
73185,798
48790,799
29274,800
20910,801
205205,802
123123,803
82082,804
87945,805
58630,806
35178,807
55965,808
37310,809
