31367009,1600
14535931,1601
6678671,1602
2800733,1603
1062347,1604
323323,1605
85085,1606
15015,1607
2310,1608
8610,1609
25911877,6186
23184311,6187
17729179,6188
15001613,6189
9546481,6190
6818915,6191
4091349,6192
2727566,6193
20550799,6194
18387557,6195
14061073,6196
11897831,6197
7571347,6198
5408105,6199
3244863,6200
2163242,6201
15189721,6202
11615669,6203
9828643,6204
6254591,6205
4467565,6206
2680539,6207
1787026,6208
10392967,6209
8794049,6210
5596213,6211
3997295,6212
2398377,6213
1598918,6214
6724861,6215
4279457,6216
3056755,6217
1834053,6218
1222702,6219
3621079,6220
2586485,6221
1551891,6222
1034594,6223
1645945,6224
987567,6225
658378,6226
705405,6227
470270,6228
282162,6229
19224941,6230
17201263,6231
13153907,6232
11130229,6233
7082873,6234
5059195,6235
3035517,6236
2023678,6237
14209739,6238
10866271,6239
9194537,6240
5851069,6241
4179335,6242
2507601,6243
1671734,6244
9722453,6245
8226691,6246
5235167,6247
3739405,6248
2243643,6249
1495762,6250
6290999,6251
4003363,6252
2859545,6253
1715727,6254
1143818,6255
3387461,6256
2419615,6257
1451769,6258
967846,6259
1539755,6260
923853,6261
615902,6262
659895,6263
439930,6264
263958,6265
11269793,6266
8618077,6267
7292219,6268
4640503,6269
3314645,6270
1988787,6271
1325858,6272
7710911,6273
6524617,6274
4152029,6275
2965735,6276
1779441,6277
1186294,6278
4989413,6279
3175081,6280
2267915,6281
1360749,6282
907166,6283
2686607,6284
1919005,6285
1151403,6286
767602,6287
1221185,6288
732711,6289
488474,6290
523365,6291
348910,6292
209346,6293
6369883,6294
5389901,6295
3429937,6296
2449955,6297
1469973,6298
979982,6299
4121689,6300
2622893,6301
1873495,6302
1124097,6303
749398,6304
2219371,6305
1585265,6306
951159,6307
634106,6308
1008805,6309
605283,6310
403522,6311
432345,6312
288230,6313
172938,6314
3687827,6315
2346799,6316
1676285,6317
1005771,6318
670514,6319
1985753,6320
1418395,6321
851037,6322
567358,6323
902615,6324
541569,6325
361046,6326
386835,6327
257890,6328
154734,6329
1518517,6330
1084655,6331
650793,6332
433862,6333
690235,6334
414141,6335
276094,6336
295815,6337
197210,6338
118326,6339
584045,6340
350427,6341
233618,6342
250305,6343
166870,6344
100122,6345
159285,6346
106190,6347
63714,6348
45510,6349
16107383,6350
14411869,6351
11020841,6352
9325327,6353
5934299,6354
4238785,6355
2543271,6356
1695514,6357
11905457,6358
9104173,6359
7703531,6360
4902247,6361
3501605,6362
2100963,6363
1400642,6364
8145839,6365
6892633,6366
4386221,6367
3133015,6368
1879809,6369
1253206,6370
5270837,6371
3354169,6372
2395835,6373
1437501,6374
958334,6375
2838143,6376
2027245,6377
1216347,6378
810898,6379
1290065,6380
774039,6381
516026,6382
552885,6383
368590,6384
221154,6385
9442259,6386
7220551,6387
6109697,6388
3887989,6389
2777135,6390
1666281,6391
1110854,6392
6460493,6393
5466571,6394
3478727,6395
2484805,6396
1490883,6397
993922,6398
